insta_post,insta_good,flyer,event,new_item,holiday,sales,sales_pred
-0.3227486121839514,-0.7527703996189442,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.6357550029719612,-0.571281423258318
-0.3227486121839514,-0.6949489051554602,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.8082377665003373,-0.5695524143435106
-0.3227486121839514,-0.7238596523872022,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-1.4474385960466722,-0.5704169188009143
-0.3227486121839514,0.08564127010157559,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,1.5206906325745548,1.0281963628311965,-0.03775535699472146
-0.3227486121839514,-0.030001718825392668,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,1.5206906325745548,-0.49371037418388675,-0.0412133748243364
3.098386676965933,2.7165192681901034,1.9540168418367894,-0.1386750490563073,5.049752469181039,-0.657595949221429,0.257096949410221,0.2570969494102231
-0.3227486121839514,-0.7816811468506863,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.8792600808943745,-0.5721459277157217
-0.3227486121839514,-0.4058414328380395,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.5951708233182256,-0.5609073697694731
-0.3227486121839514,-0.20346620221584505,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.6560470927988289,-0.554855838567647
-0.3227486121839514,-0.666038157923718,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.32122761065551064,-0.5686879098861068
-0.3227486121839514,0.17237351179680177,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,1.5206906325745548,0.3382653087176921,-0.035161843622510264
-0.3227486121839514,-0.4636629273015236,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.828529856327205,-0.5626363786842806
-0.3227486121839514,-0.29019844391107125,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,1.5206906325745548,-0.4328341047032834,-0.04899391494097005
-0.3227486121839514,-0.608216663460234,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.19947507169430398,-0.5669589009712993
-0.3227486121839514,-0.7816811468506863,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-1.021304709682449,-0.5721459277157217
-0.3227486121839514,-0.8395026413141704,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-1.4271465062198045,-0.5738749366305292
-0.3227486121839514,1.1264281704442898,1.9540168418367894,-0.1386750490563073,-0.19802950859533486,1.5206906325745548,1.2717014407536098,1.2612754086870752
-0.3227486121839514,1.3288034010664842,1.9540168418367894,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,1.3122856204073454,0.7588715028900133
